Investing Report Created: 2023-09-09 09:22:07 -0400
,
﻿Filter Criteria:,All Dates
,All Investing Accounts
,Any Type
,Any Status
,All Investing Accounts
,
﻿,"Split","Date","Type","Security","Symbol","Security/Payee","Description/Category","Shares","Invest Amt","Amount","Account"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","5.892 shares @ 11.34928717","5.892","66.87","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","702.371 shares @ 11.3899919","702.371","8,000.00","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","2.339 shares @ 13.7922189","2.339","32.26","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","6.157 shares @ 11.23923989","6.157","69.20","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","2.707 shares @ 13.80864426","2.707","37.38","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","2.71 shares @ 13.57195572","2.71","36.78","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","3.182 shares @ 13.85920805","3.182","44.10","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","3.646 shares @ 11.11903456","3.646","40.54","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","2.471 shares @ 13.77984622","2.471","34.05","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","3.234 shares @ 13.52195424","3.234","43.73","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","2.79 shares @ 13.46236559","2.79","37.56","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","2.348 shares @ 12.98977853","2.348","30.50","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","0.423 shares @ 13.56973995","0.423","5.74","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","2.915 shares @ 12.71012007","2.915","37.05","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","2.009 shares @ 13.25037332","2.009","26.62","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","22.522 shares @ 13.31009679","22.522","299.77","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","5.592 shares @ 10.99964235","5.592","61.51","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","16.313 shares @ 13.84969043","16.313","225.93","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","4.001 shares @ 13.82154461","4.001","55.30","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","2.958 shares @ 11.70047329","2.958","34.61","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","3.415 shares @ 11.83894583","3.415","40.43","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","359.971 shares @ 13.89000781","359.971","5,000.00","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","6.388 shares @ 11.20068879","6.388","71.55","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","1.729 shares @ 13.89820706","1.729","24.03","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","2.772 shares @ 13.67965368","2.772","37.92","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","1.436 shares @ 13.30779944","1.436","19.11","0.00","Schwab Contributory IRA Jane"
﻿,,"9/5/2023","Add Shares","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","293.686 shares @ 13.6199887","293.686","4,000.00","0.00","Schwab Contributory IRA Jane"
